,log_market_value
1416,10.819798284210286
4324,15.424948670398354
4633,12.765691290604371
5228,12.765691290604371
8214,14.731801689838347
2197,12.429220196836384
7835,11.51293546492023
5075,10.12667110305036
725,12.429220196836384
7965,11.918397239722838
3393,12.611541086966117
808,11.918397239722838
6202,13.017005083966255
958,10.819798284210286
6154,15.424948670398354
5690,10.819798284210286
810,11.918397239722838
834,12.429220196836384
3331,13.527829818844936
2423,11.918397239722838
4745,13.71015115341694
3123,12.611541086966117
1235,12.611541086966117
1225,11.225256725762891
8054,13.815511557963774
5943,14.151983508870948
3668,11.225256725762891
3871,13.122365377402328
3376,14.220976332738882
6591,14.648420115681892
3555,11.225256725762891
3270,12.429220196836384
3986,12.323860125621126
7574,13.45883704259595
1657,10.819798284210286
7809,14.077875591662238
7788,12.206077645517674
452,11.918397239722838
5953,10.819798284210286
5263,13.71015115341694
2844,14.914123179965662
2620,10.819798284210286
422,12.206077645517674
4452,12.429220196836384
1220,13.592368256649284
3713,12.07254696717504
4285,12.611541086966117
8657,10.819798284210286
6596,12.899222326086994
102,10.819798284210286
2418,10.819798284210286
5541,12.524530013005734
5645,13.304686600863562
6324,12.429220196836384
1580,10.12667110305036
6135,11.225256725762891
2206,12.206077645517674
170,12.899222326086994
6724,11.51293546492023
135,12.429220196836384
3982,13.304686600863562
5077,13.592368256649284
1310,13.815511557963774
8285,11.736077016252436
2284,11.51293546492023
6380,11.225256725762891
2925,12.206077645517674
4030,15.201805169084134
6815,14.220976332738882
1935,10.819798284210286
7675,10.12667110305036
3333,12.206077645517674
3319,10.819798284210286
807,10.819798284210286
2045,12.323860125621126
8226,10.819798284210286
462,13.122365377402328
1956,11.225256725762891
2445,13.997832948091215
4404,13.527829818844936
799,13.76421831620775
2402,13.122365377402328
6735,12.899222326086994
1073,11.225256725762891
4660,12.611541086966117
144,12.899222326086994
6892,11.225256725762891
1340,11.51293546492023
5758,13.304686600863562
7959,13.592368256649284
2091,12.899222326086994
5616,12.206077645517674
5656,15.424948670398354
4681,14.731801689838347
5030,11.918397239722838
5365,11.736077016252436
5491,11.225256725762891
2885,12.899222326086994
5064,13.122365377402328
1003,12.899222326086994
3844,12.206077645517674
5384,14.220976332738882
6284,12.206077645517674
555,9.210440366976515
6520,16.118095750958314
7710,10.819798284210286
1485,12.611541086966117
6487,9.210440366976515
1272,12.206077645517674
4354,9.90353755128617
1411,9.210440366976515
8101,11.736077016252436
8457,11.918397239722838
1471,13.122365377402328
6831,11.51293546492023
8113,12.611541086966117
6000,12.611541086966117
5346,11.918397239722838
7114,10.12667110305036
5951,13.76421831620775
4336,13.71015115341694
8541,12.899222326086994
981,13.122365377402328
8986,13.592368256649284
6912,17.989897843244528
2723,12.323860125621126
8105,11.736077016252436
1268,11.51293546492023
2462,13.122365377402328
6884,11.51293546492023
268,16.52356082573315
654,12.611541086966117
4395,11.225256725762891
4081,12.206077645517674
7377,12.899222326086994
5535,11.736077016252436
2823,15.894952224644102
3862,12.611541086966117
589,10.819798284210286
495,12.611541086966117
3312,14.220976332738882
3390,13.122365377402328
4924,12.429220196836384
4495,14.220976332738882
8436,13.122365377402328
5812,11.51293546492023
6356,12.765691290604371
1808,11.225256725762891
4379,11.51293546492023
7891,13.304686600863562
3595,16.52356082573315
2028,12.611541086966117
5049,10.819798284210286
677,13.592368256649284
9112,16.300417291085605
8254,13.304686600863562
4110,13.384729180332174
4990,12.765691290604371
6334,12.429220196836384
7511,14.731801689838347
7953,16.118095750958314
2432,13.017005083966255
4671,12.611541086966117
8166,14.403297778421797
551,12.524530013005734
4600,11.918397239722838
3321,11.918397239722838
3100,11.918397239722838
1611,12.765691290604371
4898,13.304686600863562
4777,17.370858648025116
7780,11.918397239722838
7639,13.122365377402328
7894,12.206077645517674
3103,13.304686600863562
3809,11.51293546492023
4651,12.206077645517674
8900,11.51293546492023
4006,16.52356082573315
605,10.819798284210286
3839,11.51293546492023
4765,13.122365377402328
3670,12.429220196836384
1468,10.819798284210286
6701,16.118095750958314
1982,11.225256725762891
4368,13.304686600863562
890,12.206077645517674
8097,12.429220196836384
5559,14.220976332738882
843,12.611541086966117
2155,12.611541086966117
6796,18.420680753952364
8846,10.819798284210286
2077,11.51293546492023
5137,12.899222326086994
4584,13.997832948091215
3410,10.819798284210286
4280,10.819798284210286
2801,12.899222326086994
9222,12.611541086966117
584,13.122365377402328
4143,10.819798284210286
5120,13.71015115341694
8667,13.527829818844936
3412,12.429220196836384
4128,16.118095750958314
7060,12.611541086966117
5777,12.765691290604371
4048,10.819798284210286
